# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:35:44 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
2,FS,602,0:13.100.236,15.583 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 0B 00 00 00,,"....... ...."
3,FS,603,0:13.100.236,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,604,0:13.100.240,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 0B 00 00 00 49 CA,,"........ ....I."
3,FS,605,0:13.100.251,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,606,0:13.101.189,299.041.750 ms,,,,,[300 SOF],,[Frames: 420 - 719] ,""
0,FS,607,0:13.200.289,199.998.416 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=GIF (0x00003807) (OK),".................."
1,FS,608,0:13.200.289,105.583 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00,,".................8.."
2,FS,609,0:13.200.289,105.583 us,20 B,,07,01,      OUT txn   [3 POLL],14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00,,".................8.."
3,FS,610,0:13.200.289,76.250 us,,,07,01,         [3 OUT-DATA-NAK],,,""
4,FS,611,0:13.200.289,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00,,".................8.."
5,FS,612,0:13.200.289,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,613,0:13.200.292,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00 78 2F,,"..................8..x/"
5,FS,614,0:13.200.309,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,615,0:13.200.317,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00,,".................8.."
5,FS,616,0:13.200.317,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,617,0:13.200.320,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00 78 2F,,"..................8..x/"
5,FS,618,0:13.200.336,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,619,0:13.200.344,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00,,".................8.."
5,FS,620,0:13.200.344,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,621,0:13.200.347,15.500 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00 78 2F,,"..................8..x/"
5,FS,622,0:13.200.364,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,623,0:13.200.374,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,624,0:13.200.377,15.416 us,23 B,,07,01,         DATA0 packet,C3 14 00 00 00 01 00 02 98 0C 00 00 00 04 DC 00 00 07 38 00 00 78 2F,,"..................8..x/"
3,FS,625,0:13.200.394,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,626,0:13.300.275,58.083 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 0C 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,627,0:13.300.275,58.083 us,30 B,,07,01,      IN txn   [3 POLL],1E 00 00 00 02 00 02 98 0C 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,628,0:13.300.275,24.750 us,,,07,01,         [3 IN-NAK],,,""
3,FS,629,0:13.300.305,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,630,0:13.300.309,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 0C 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8C 51,,"K...............................Q"
3,FS,631,0:13.300.332,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,632,0:13.400.272,15.583 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 0C 00 00 00,OK,"....... ...."
2,FS,633,0:13.400.272,15.583 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 0C 00 00 00,,"....... ...."
3,FS,634,0:13.400.272,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,635,0:13.400.275,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 0C 00 00 00 48 BE,,"........ ....H."
3,FS,636,0:13.400.286,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,637,0:13.401.228,199.028.500 ms,,,,,[200 SOF],,[Frames: 720 - 919] ,""
0,FS,638,0:13.500.318,99.982.583 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=JFIF (0x00003808) (OK),".................."
1,FS,639,0:13.500.318,76.166 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00,,".................8.."
2,FS,640,0:13.500.318,76.166 us,20 B,,07,01,      OUT txn   [2 POLL],14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00,,".................8.."
3,FS,641,0:13.500.318,48.500 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,642,0:13.500.318,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00,,".................8.."
5,FS,643,0:13.500.318,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,644,0:13.500.321,15.416 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00 86 F8,,"K.................8...."
5,FS,645,0:13.500.338,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,646,0:13.500.346,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00,,".................8.."
5,FS,647,0:13.500.346,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,648,0:13.500.349,15.416 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00 86 F8,,"K.................8...."
5,FS,649,0:13.500.366,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,650,0:13.500.374,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,651,0:13.500.377,15.416 us,23 B,,07,01,         DATA1 packet,4B 14 00 00 00 01 00 02 98 0D 00 00 00 04 DC 00 00 08 38 00 00 86 F8,,"K.................8...."
3,FS,652,0:13.500.394,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,653,0:13.548.260,78.333 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 0D 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,654,0:13.548.260,78.333 us,30 B,,07,01,      IN txn   [5 POLL],1E 00 00 00 02 00 02 98 0D 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,655,0:13.548.260,44.833 us,,,07,01,         [5 IN-NAK],,,""
3,FS,656,0:13.548.310,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,657,0:13.548.314,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 0D 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5C 9D,,"K..............................\."
3,FS,658,0:13.548.337,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,659,0:13.600.285,15.500 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 0D 00 00 00,OK,"....... ...."
2,FS,660,0:13.600.285,15.500 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 0D 00 00 00,,"....... ...."
3,FS,661,0:13.600.285,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,662,0:13.600.289,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 0D 00 00 00 49 42,,"........ ....IB"
3,FS,663,0:13.600.300,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,664,0:13.601.255,199.028.600 ms,,,,,[200 SOF],,[Frames: 920 - 1119] ,""
0,FS,665,0:13.700.343,99.993.583 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=PNG (0x0000380B) (OK),".................."
1,FS,666,0:13.700.343,104.833 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00,,".................8.."
2,FS,667,0:13.700.343,104.833 us,20 B,,07,01,      OUT txn   [3 POLL],14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00,,".................8.."
3,FS,668,0:13.700.343,76.250 us,,,07,01,         [3 OUT-DATA-NAK],,,""
4,FS,669,0:13.700.343,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00,,".................8.."
5,FS,670,0:13.700.343,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,671,0:13.700.346,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00 82 B8,,"..................8...."
5,FS,672,0:13.700.363,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,673,0:13.700.371,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00,,".................8.."
5,FS,674,0:13.700.371,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,675,0:13.700.374,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00 82 B8,,"..................8...."
5,FS,676,0:13.700.390,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,677,0:13.700.398,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00,,".................8.."
5,FS,678,0:13.700.398,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,679,0:13.700.401,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00 82 B8,,"..................8...."
5,FS,680,0:13.700.418,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,681,0:13.700.427,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,682,0:13.700.430,15.416 us,23 B,,07,01,         DATA0 packet,C3 14 00 00 00 01 00 02 98 0E 00 00 00 04 DC 00 00 0B 38 00 00 82 B8,,"..................8...."
3,FS,683,0:13.700.447,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,684,0:13.796.301,90.166 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 0E 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,685,0:13.796.301,90.166 us,30 B,,07,01,      IN txn   [6 POLL],1E 00 00 00 02 00 02 98 0E 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,686,0:13.796.301,55.500 us,,,07,01,         [6 IN-NAK],,,""
3,FS,687,0:13.796.364,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,688,0:13.796.367,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 0E 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 88,,"K............................../."
3,FS,689,0:13.796.391,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,690,0:13.800.321,15.583 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 0E 00 00 00,OK,"....... ...."
2,FS,691,0:13.800.321,15.583 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 0E 00 00 00,,"....... ...."
3,FS,692,0:13.800.321,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,693,0:13.800.324,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 0E 00 00 00 49 06,,"........ ....I."
3,FS,694,0:13.800.336,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,695,0:13.801.281,243.034.250 ms,,,,,[244 SOF],,[Frames: 1120 - 1363] ,""
0,FS,696,0:13.900.367,144.000.500 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=TIFF (0x0000380D) (OK),".................."
1,FS,697,0:13.900.367,76.583 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00,,".................8.."
2,FS,698,0:13.900.367,76.583 us,20 B,,07,01,      OUT txn   [2 POLL],14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00,,".................8.."
3,FS,699,0:13.900.367,48.666 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,700,0:13.900.367,20.750 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00,,".................8.."
5,FS,701,0:13.900.367,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,702,0:13.900.370,15.516 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00 7F F3,,"K.................8...."
5,FS,703,0:13.900.387,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,704,0:13.900.395,20.750 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00,,".................8.."
5,FS,705,0:13.900.395,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,706,0:13.900.398,15.516 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00 7F F3,,"K.................8...."
5,FS,707,0:13.900.415,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,708,0:13.900.423,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,709,0:13.900.426,15.516 us,23 B,,07,01,         DATA1 packet,4B 14 00 00 00 01 00 02 98 0F 00 00 00 04 DC 00 00 0D 38 00 00 7F F3,,"K.................8...."
3,FS,710,0:13.900.443,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,711,0:14.000.334,78.250 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 0F 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,712,0:14.000.334,78.250 us,30 B,,07,01,      IN txn   [5 POLL],1E 00 00 00 02 00 02 98 0F 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,713,0:14.000.334,44.583 us,,,07,01,         [5 IN-NAK],,,""
3,FS,714,0:14.000.385,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,715,0:14.000.388,22.183 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 0F 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 44,,"K...............................D"
3,FS,716,0:14.000.412,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,717,0:14.044.352,15.500 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 0F 00 00 00,OK,"....... ...."
2,FS,718,0:14.044.352,15.500 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 0F 00 00 00,,"....... ...."
3,FS,719,0:14.044.352,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,720,0:14.044.355,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 0F 00 00 00 48 FA,,"........ ....H."
3,FS,721,0:14.044.367,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,722,0:14.045.314,247.034.833 ms,,,,,[248 SOF],,[Frames: 1364 - 1611] ,""
0,FS,723,0:14.100.399,192.029.250 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=WMA (0x0000B901) (OK),".................."
1,FS,724,0:14.100.399,104.166 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00,,"...................."
2,FS,725,0:14.100.399,104.166 us,20 B,,07,01,      OUT txn   [3 POLL],14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00,,"...................."
3,FS,726,0:14.100.399,75.833 us,,,07,01,         [3 OUT-DATA-NAK],,,""
4,FS,727,0:14.100.399,20.583 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00,,"...................."
5,FS,728,0:14.100.399,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,729,0:14.100.402,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00 F9 60,,"......................`"
5,FS,730,0:14.100.418,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,731,0:14.100.426,20.583 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00,,"...................."
5,FS,732,0:14.100.426,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,733,0:14.100.429,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00 F9 60,,"......................`"
5,FS,734,0:14.100.446,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,735,0:14.100.454,20.583 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00,,"...................."
5,FS,736,0:14.100.454,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,737,0:14.100.457,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00 F9 60,,"......................`"
5,FS,738,0:14.100.474,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,739,0:14.100.482,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,740,0:14.100.485,15.416 us,23 B,,07,01,         DATA0 packet,C3 14 00 00 00 01 00 02 98 10 00 00 00 04 DC 00 00 01 B9 00 00 F9 60,,"......................`"
3,FS,741,0:14.100.502,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,742,0:14.200.394,57.500 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 10 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,743,0:14.200.394,57.500 us,30 B,,07,01,      IN txn   [3 POLL],1E 00 00 00 02 00 02 98 10 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,744,0:14.200.394,23.916 us,,,07,01,         [3 IN-NAK],,,""
3,FS,745,0:14.200.424,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,746,0:14.200.427,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 10 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 51 09,,"K..............................Q."
3,FS,747,0:14.200.450,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,748,0:14.292.412,15.583 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 10 00 00 00,OK,"....... ...."
2,FS,749,0:14.292.412,15.583 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 10 00 00 00,,"....... ...."
3,FS,750,0:14.292.412,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,751,0:14.292.416,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 10 00 00 00 4F 2E,,"........ ....O."
3,FS,752,0:14.292.427,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,753,0:14.293.347,207.029.500 ms,,,,,[208 SOF],,[Frames: 1612 - 1819] ,""
0,FS,754,0:14.300.392,200.068.000 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=OGG (0x0000B902) (OK),".................."
1,FS,755,0:14.300.392,76.250 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00,,"...................."
2,FS,756,0:14.300.392,76.250 us,20 B,,07,01,      OUT txn   [2 POLL],14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00,,"...................."
3,FS,757,0:14.300.392,48.500 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,758,0:14.300.392,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00,,"...................."
5,FS,759,0:14.300.392,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,760,0:14.300.395,15.416 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00 04 E7,,"K......................"
5,FS,761,0:14.300.412,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,762,0:14.300.420,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00,,"...................."
5,FS,763,0:14.300.420,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,764,0:14.300.423,15.416 us,23 B,,07,01,               DATA1 packet,4B 14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00 04 E7,,"K......................"
5,FS,765,0:14.300.440,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,766,0:14.300.447,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
3,FS,767,0:14.300.451,15.416 us,23 B,,07,01,         DATA1 packet,4B 14 00 00 00 01 00 02 98 11 00 00 00 04 DC 00 00 02 B9 00 00 04 E7,,"K......................"
3,FS,768,0:14.300.467,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,769,0:14.400.400,68.083 us,30 B,,07,01,   Data Block,1E 00 00 00 02 00 02 98 11 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
2,FS,770,0:14.400.400,68.083 us,30 B,,07,01,      IN txn   [4 POLL],1E 00 00 00 02 00 02 98 11 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,".............................."
3,FS,771,0:14.400.400,34.500 us,,,07,01,         [4 IN-NAK],,,""
3,FS,772,0:14.400.440,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,773,0:14.400.443,22.083 us,33 B,,07,01,         DATA1 packet,4B 1E 00 00 00 02 00 02 98 11 00 00 00 04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 81 C5,,"K................................"
3,FS,774,0:14.400.467,750 ns,1 B,,07,01,         ACK packet,D2,,"."
1,FS,775,0:14.500.444,15.500 us,12 B,,07,01,   Response Block,0C 00 00 00 03 00 01 20 11 00 00 00,OK,"....... ...."
2,FS,776,0:14.500.444,15.500 us,12 B,,07,01,      IN txn,0C 00 00 00 03 00 01 20 11 00 00 00,,"....... ...."
3,FS,777,0:14.500.444,2.083 us,3 B,,07,01,         IN packet,69 87 D8,,"i.."
3,FS,778,0:14.500.448,10.083 us,15 B,,07,01,         DATA0 packet,C3 0C 00 00 00 03 00 01 20 11 00 00 00 4E D2,,"........ ....N."
3,FS,779,0:14.500.459,750 ns,1 B,,07,01,         ACK packet,D2,,"."
0,FS,780,0:14.501.374,199.028.516 ms,,,,,[200 SOF],,[Frames: 1820 - 2019] ,""
0,FS,781,0:14.540.413,160.063.750 ms,18 B,,07,01,GetObjectPropDesc,04 DC 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,ObjectProperty=Object Size (0x0000DC04), ObjectFormat=AAC (0x0000B903) (OK),".................."
1,FS,782,0:14.540.413,77.166 us,20 B,,07,01,   Command Block,14 00 00 00 01 00 02 98 12 00 00 00 04 DC 00 00 03 B9 00 00,,"...................."
2,FS,783,0:14.540.413,77.166 us,20 B,,07,01,      OUT txn   [2 POLL],14 00 00 00 01 00 02 98 12 00 00 00 04 DC 00 00 03 B9 00 00,,"...................."
3,FS,784,0:14.540.413,48.416 us,,,07,01,         [2 OUT-DATA-NAK],,,""
4,FS,785,0:14.540.413,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 12 00 00 00 04 DC 00 00 03 B9 00 00,,"...................."
5,FS,786,0:14.540.413,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,787,0:14.540.416,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 12 00 00 00 04 DC 00 00 03 B9 00 00 01 1F,,"......................."
5,FS,788,0:14.540.432,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
4,FS,789,0:14.540.440,20.666 us,20 B,,07,01,            OUT-DATA-NAK,14 00 00 00 01 00 02 98 12 00 00 00 04 DC 00 00 03 B9 00 00,,"...................."
5,FS,790,0:14.540.440,2.183 us,3 B,,07,01,               OUT packet,E1 87 D8,,"..."
5,FS,791,0:14.540.443,15.416 us,23 B,,07,01,               DATA0 packet,C3 14 00 00 00 01 00 02 98 12 00 00 00 04 DC 00 00 03 B9 00 00 01 1F,,"......................."
5,FS,792,0:14.540.460,750 ns,1 B,,07,01,               NAK packet,5A,,"Z"
3,FS,793,0:14.540.469,2.183 us,3 B,,07,01,         OUT packet,E1 87 D8,,"..."
