# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:35:44 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
4,FS,3270,0:36.087.249,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,3271,0:36.087.252,44.850 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 AB 01 00 00 24 00 00 00 7F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 71 2D 14 54 25,,".........$.....................................^."
4,FS,3272,0:36.087.298,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
2,FS,3273,0:36.087.314,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3274,0:36.087.317,44.850 us,67 B,,08,01,      DATA0 packet,C3 01 00 00 00 AB 01 00 00 24 00 00 00 7F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 5E 00 00 FB 7A 7C 2B B1 CF F1 08 00 45 00 01 71 2D 14 54 25,,".........$.....................................^."
2,FS,3275,0:36.087.363,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3276,0:36.087.379,50.000 us,64 B,,08,01,   OUT txn,40 00 FF 11 80 CD C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 01 5D 5F AE 00 00 84 00 00 00 00 09 00 00 00 00 01 31 01 66 01 66 01 63 01 31 01 62 01 65 01 66 01 66 01 66 01 62 01 32 01 63 01 37 01 38,,"@.......*..........]_..............1.f.f.c.1.b.e."
2,FS,3277,0:36.087.379,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3278,0:36.087.382,44.850 us,67 B,,08,01,      DATA1 packet,4B 40 00 FF 11 80 CD C0 A8 2A F6 E0 00 00 FB 14 E9 14 E9 01 5D 5F AE 00 00 84 00 00 00 00 09 00 00 00 00 01 31 01 66 01 66 01 63 01 31 01 62 01 65 01 66 01 66 01 66 01 62 01 32 01 63 01 37 01 38 8D 47,,"K@.......*..........]_..............1.f.f.c.1.b.e"
2,FS,3279,0:36.087.429,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3280,0:36.087.445,49.916 us,64 B,,08,01,   OUT txn,01 37 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 65 01 66 03 69 70 36 04 61 72 70 61 00 00 0C 80 01 00 00 00 78 00 0D 05 6B 70 6F 78 61 05 6C 6F 63,,".7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa......"
2,FS,3281,0:36.087.445,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3282,0:36.087.448,44.750 us,67 B,,08,01,      DATA0 packet,C3 01 37 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 65 01 66 03 69 70 36 04 61 72 70 61 00 00 0C 80 01 00 00 00 78 00 0D 05 6B 70 6F 78 61 05 6C 6F 63 2E 4E,,"..7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa....."
2,FS,3283,0:36.087.494,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3284,0:36.087.510,50.000 us,64 B,,08,01,   OUT txn,61 6C 00 C0 60 00 01 80 01 00 00 00 78 00 04 C0 A8 2A F6 03 32 34 36 02 34 32 03 31 36 38 03 31 39 32 07 69 6E 2D 61 64 64 72 C0 50 00 0C 80 01 00 00 00 78 00 02 C0 60 C0 60 00 0D 80 01 00 00,,"al..`.......x....*..246.42.168.192.in-addr.P....."
2,FS,3285,0:36.087.510,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3286,0:36.087.513,44.850 us,67 B,,08,01,      DATA1 packet,4B 61 6C 00 C0 60 00 01 80 01 00 00 00 78 00 04 C0 A8 2A F6 03 32 34 36 02 34 32 03 31 36 38 03 31 39 32 07 69 6E 2D 61 64 64 72 C0 50 00 0C 80 01 00 00 00 78 00 02 C0 60 C0 60 00 0D 80 01 00 00 50 98,,"Kal..`.......x....*..246.42.168.192.in-addr.P...."
2,FS,3287,0:36.087.559,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3288,0:36.087.576,49.833 us,64 B,,08,01,   OUT txn,00 78 00 0B 04 49 36 38 36 05 4C 49 4E 55 58 05 6B 70 6F 78 61 0B 5F 75 64 69 73 6B 73 2D 73 73 68 04 5F 74 63 70 C0 66 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 60 C0 B9 00 10 80 01,,".x...I686.LINUX.kpoxa._udisks-ssh._tcp.f.!.....x."
2,FS,3289,0:36.087.576,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3290,0:36.087.579,44.750 us,67 B,,08,01,      DATA0 packet,C3 00 78 00 0B 04 49 36 38 36 05 4C 49 4E 55 58 05 6B 70 6F 78 61 0B 5F 75 64 69 73 6B 73 2D 73 73 68 04 5F 74 63 70 C0 66 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 60 C0 B9 00 10 80 01 99 E9,,"..x...I686.LINUX.kpoxa._udisks-ssh._tcp.f.!.....x"
2,FS,3291,0:36.087.625,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3292,0:36.087.641,49.833 us,64 B,,08,01,   OUT txn,00 00 11 94 00 01 00 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 CB 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09,,"........kpoxa [7a:7c:2b:b1:cf:f1]._workstation..."
2,FS,3293,0:36.087.641,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3294,0:36.087.644,44.750 us,67 B,,08,01,      DATA1 packet,4B 00 00 11 94 00 01 00 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 CB 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 8F C6,,"K........kpoxa [7a:7c:2b:b1:cf:f1]._workstation.."
2,FS,3295,0:36.087.690,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3296,0:36.087.706,36.083 us,43 B,,08,01,   OUT txn,C0 60 C0 F1 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1,,".`..............`.......x..........x|+....."
2,FS,3297,0:36.087.706,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3298,0:36.087.709,31.000 us,46 B,,08,01,      DATA0 packet,C3 C0 60 C0 F1 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 2C 87,,"..`..............`.......x..........x|+.....,."
2,FS,3299,0:36.087.741,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,3300,0:36.088.236,85.013.333 ms,,,,,[86 SOF],,[Frames: 876 - 961] ,""
0,FS,3301,0:36.173.024,314.666 us,134 B,,08,01,CDC OUT Data,01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6 40 00 40 11 E6 87 C0 A8 2A F6 5B BD 59 C7 00 7B 00 7B 00 38 CD AD E3 00 03 FA 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 16 30 3D 85 67 1B FF,,"........$...Z..................................'5"
1,FS,3302,0:36.173.024,183.916 us,64 B,,08,01,   OUT txn   [2 POLL],01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6,,"........$...Z..................................'5"
2,FS,3303,0:36.173.024,116.916 us,,,08,01,      [2 OUT-DATA-NAK],,,""
3,FS,3304,0:36.173.024,50.000 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6,,"........$...Z..................................'5"
4,FS,3305,0:36.173.024,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,3306,0:36.173.027,44.933 us,67 B,,08,01,            DATA1 packet,4B 01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6 FB A4,,"K........$...Z..................................'"
4,FS,3307,0:36.173.073,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
3,FS,3308,0:36.173.091,49.916 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6,,"........$...Z..................................'5"
4,FS,3309,0:36.173.091,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,3310,0:36.173.094,44.850 us,67 B,,08,01,            DATA1 packet,4B 01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6 FB A4,,"K........$...Z..................................'"
4,FS,3311,0:36.173.140,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
2,FS,3312,0:36.173.158,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3313,0:36.173.161,44.850 us,67 B,,08,01,      DATA1 packet,4B 01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E2 8D C0 27 35 63 7A 7C 2B B1 CF F1 08 00 45 00 00 4C B2 F6 FB A4,,"K........$...Z..................................'"
2,FS,3314,0:36.173.207,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3315,0:36.173.261,50.000 us,64 B,,08,01,   OUT txn,40 00 40 11 E6 87 C0 A8 2A F6 5B BD 59 C7 00 7B 00 7B 00 38 CD AD E3 00 03 FA 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 16,,"@.@.....*.[.Y..{.{.8............................."
2,FS,3316,0:36.173.261,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3317,0:36.173.264,44.916 us,67 B,,08,01,      DATA0 packet,C3 40 00 40 11 E6 87 C0 A8 2A F6 5B BD 59 C7 00 7B 00 7B 00 38 CD AD E3 00 03 FA 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D7 16 48 99,,".@.@.....*.[.Y..{.{.8............................"
2,FS,3318,0:36.173.310,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3319,0:36.173.328,11.250 us,6 B,,08,01,   OUT txn,30 3D 85 67 1B FF,,"0=.g.."
2,FS,3320,0:36.173.328,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3321,0:36.173.331,6.183 us,9 B,,08,01,      DATA1 packet,4B 30 3D 85 67 1B FF 45 B2,,"K0=.g..E."
2,FS,3322,0:36.173.338,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,3323,0:36.174.248,30.006.083 ms,,,,,[31 SOF],,[Frames: 962 - 992] ,""
0,FS,3324,0:35.871.211,333.112.333 ms,134 B,,08,01,CDC IN Data,01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A 7C 2B B1 CF F1 E2 8D C0 27 35 63 08 00 45 58 00 4C 00 00 40 00 29 11 AB E9 5B BD 5E 04 C0 A8 2A F6 00 7B 00 7B 00 38 05 B7 24 02 03 EC 00 00 02 C5 00 00 04 68 C1 4F ED 0E D7 16 2F EB 4E 39 50 41 D7 16 30 3D 52 33 F4 BD D7 16 30 3D 6E 28 11 4A D7 16 30 3D 6E 2B 85 EF,,"........$...Z...............................z|+.."
1,FS,3325,0:35.871.211,332.983.583 ms,64 B,,08,01,   IN txn   [25040 POLL],01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A 7C 2B B1 CF F1 E2 8D C0 27 35 63 08 00 45 58 00 4C 00 00,,"........$...Z...............................z|+.."
2,FS,3326,0:35.871.211,332.926.500 ms,,,08,01,      [25040 IN-NAK],,,""
2,FS,3327,0:36.204.144,2.083 us,3 B,,08,01,      IN packet,69 88 D0,,"i.."
2,FS,3328,0:36.204.147,44.750 us,67 B,,08,01,      DATA1 packet,4B 01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A 7C 2B B1 CF F1 E2 8D C0 27 35 63 08 00 45 58 00 4C 00 00 89 B2,,"K........$...Z...............................z|+."
2,FS,3329,0:36.204.194,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3330,0:36.204.255,50.333 us,64 B,,08,01,   IN txn,40 00 29 11 AB E9 5B BD 5E 04 C0 A8 2A F6 00 7B 00 7B 00 38 05 B7 24 02 03 EC 00 00 02 C5 00 00 04 68 C1 4F ED 0E D7 16 2F EB 4E 39 50 41 D7 16 30 3D 52 33 F4 BD D7 16 30 3D 6E 28 11 4A D7 16,,"@.)...[.^...*..{.{.8..$..........h.O..../.N9PA..0"
2,FS,3331,0:36.204.255,2.083 us,3 B,,08,01,      IN packet,69 88 D0,,"i.."
2,FS,3332,0:36.204.258,44.850 us,67 B,,08,01,      DATA0 packet,C3 40 00 29 11 AB E9 5B BD 5E 04 C0 A8 2A F6 00 7B 00 7B 00 38 05 B7 24 02 03 EC 00 00 02 C5 00 00 04 68 C1 4F ED 0E D7 16 2F EB 4E 39 50 41 D7 16 30 3D 52 33 F4 BD D7 16 30 3D 6E 28 11 4A D7 16 99 D3,,".@.)...[.^...*..{.{.8..$..........h.O..../.N9PA.."
2,FS,3333,0:36.204.304,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3334,0:36.204.311,11.583 us,6 B,,08,01,   IN txn,30 3D 6E 2B 85 EF,,"0=n+.."
2,FS,3335,0:36.204.311,2.083 us,3 B,,08,01,      IN packet,69 88 D0,,"i.."
2,FS,3336,0:36.204.315,6.083 us,9 B,,08,01,      DATA1 packet,4B 30 3D 6E 2B 85 EF D8 2D,,"K0=n+...-"
2,FS,3337,0:36.204.322,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,3338,0:36.205.252,83.013.083 ms,,,,,[84 SOF],,[Frames: 993 - 1076] ,""
0,FS,3339,0:36.288.561,392.083 us,364 B,,08,01,CDC OUT Data,01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 11 FF FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 0A 3B 8E 00 00 84 00 00 00 00 09 00 00 00 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41 00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 60 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 21 80 01 00 00 00 78 00 0E 00 00 00 00 00 16 05 6B 70 6F 78 61 C0 23 C0 87 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 62 31 3A 63 66 3A 66 31 5D C0 34 C0 C5 00 10 80 01 00 00 11 94 00 01 00 C0 C5 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 87,,"....l...$...@...............................33..."
1,FS,3340,0:36.288.561,108.750 us,64 B,,08,01,   OUT txn   [1 POLL],01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A,,"....l...$...@...............................33..."
2,FS,3341,0:36.288.561,49.916 us,,,08,01,      [1 OUT-DATA-NAK],,,""
3,FS,3342,0:36.288.561,49.916 us,64 B,,08,01,         OUT-DATA-NAK,01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A,,"....l...$...@...............................33..."
4,FS,3343,0:36.288.561,2.083 us,3 B,,08,01,            OUT packet,E1 88 D0,,"..."
4,FS,3344,0:36.288.564,44.750 us,67 B,,08,01,            DATA0 packet,C3 01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 0C AF,,".....l...$...@...............................33.."
4,FS,3345,0:36.288.610,750 ns,1 B,,08,01,            NAK packet,5A,,"Z"
2,FS,3346,0:36.288.620,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3347,0:36.288.623,44.750 us,67 B,,08,01,      DATA0 packet,C3 01 00 00 00 6C 01 00 00 24 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 33 00 00 00 FB 7A 7C 2B B1 CF F1 86 DD 60 00 00 00 01 0A 0C AF,,".....l...$...@...............................33.."
2,FS,3348,0:36.288.669,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3349,0:36.288.679,50.416 us,64 B,,08,01,   OUT txn,11 FF FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 0A 3B 8E 00 00 84 00 00 00 00 09 00 00 00 00 09 5F 73 65 72 76 69 63 65 73,,"..........x|+...........................;........"
2,FS,3350,0:36.288.679,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3351,0:36.288.682,45.333 us,67 B,,08,01,      DATA1 packet,4B 11 FF FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 0A 3B 8E 00 00 84 00 00 00 00 09 00 00 00 00 09 5F 73 65 72 76 69 63 65 73 B9 1A,,"K..........x|+...........................;......."
2,FS,3352,0:36.288.729,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3353,0:36.288.739,49.833 us,64 B,,08,01,   OUT txn,07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41,,"._dns-sd._udp.local............_workstation._tcp."
2,FS,3354,0:36.288.739,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3355,0:36.288.742,44.750 us,67 B,,08,01,      DATA0 packet,C3 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 05 6C 6F 63 61 6C 00 00 0C 00 01 00 00 11 94 00 14 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E 04 5F 74 63 70 C0 23 0B 5F 75 64 69 73 6B 73 2D 73 73 68 C0 41 0F C2,,".._dns-sd._udp.local............_workstation._tcp"
2,FS,3356,0:36.288.788,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3357,0:36.288.798,49.833 us,64 B,,08,01,   OUT txn,00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 60 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 21 80 01 00 00 00 78 00 0E 00 00 00 00 00 16 05 6B 70 6F 78 61 C0 23 C0 87 00 1C 80 01 00,,"...........kpoxa.H.`............`.!.....x........"
2,FS,3358,0:36.288.798,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3359,0:36.288.801,44.750 us,67 B,,08,01,      DATA1 packet,4B 00 0C 00 01 00 00 11 94 00 08 05 6B 70 6F 78 61 C0 48 C0 60 00 10 80 01 00 00 11 94 00 01 00 C0 60 00 21 80 01 00 00 00 78 00 0E 00 00 00 00 00 16 05 6B 70 6F 78 61 C0 23 C0 87 00 1C 80 01 00 92 EA,,"K...........kpoxa.H.`............`.!.....x......."
2,FS,3360,0:36.288.847,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3361,0:36.288.857,50.083 us,64 B,,08,01,   OUT txn,00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A,,"..x..........x|+..................H.4...........k"
2,FS,3362,0:36.288.857,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3363,0:36.288.860,45.000 us,67 B,,08,01,      DATA0 packet,C3 00 00 78 00 10 FE 80 00 00 00 00 00 00 78 7C 2B FF FE B1 CF F1 C0 0C 00 0C 00 01 00 00 11 94 00 02 C0 48 C0 34 00 0C 00 01 00 00 11 94 00 1C 19 6B 70 6F 78 61 20 5B 37 61 3A 37 63 3A 32 62 3A 35 F3,,"...x..........x|+..................H.4..........."
2,FS,3364,0:36.288.906,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3365,0:36.288.916,36.583 us,44 B,,08,01,   OUT txn,62 31 3A 63 66 3A 66 31 5D C0 34 C0 C5 00 10 80 01 00 00 11 94 00 01 00 C0 C5 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 87,,"b1:cf:f1].4................!.....x.........."
2,FS,3366,0:36.288.916,2.083 us,3 B,,08,01,      OUT packet,E1 88 D0,,"..."
2,FS,3367,0:36.288.920,31.516 us,47 B,,08,01,      DATA1 packet,4B 62 31 3A 63 66 3A 66 31 5D C0 34 C0 C5 00 10 80 01 00 00 11 94 00 01 00 C0 C5 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 87 52 FC,,"Kb1:cf:f1].4................!.....x..........R."
2,FS,3368,0:36.288.952,750 ns,1 B,,08,01,      ACK packet,D2,,"."
0,FS,3369,0:36.289.263,124.018.583 ms,,,,,[125 SOF],,[Frames: 1077 - 1201] ,""
0,FS,3370,0:36.303.268,110.809.000 ms,134 B,,08,01,CDC IN Data,01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A 7C 2B B1 CF F1 E2 8D C0 27 35 63 08 00 45 58 00 4C 00 00 40 00 2D 11 AC 26 5B BD 59 C7 C0 A8 2A F6 00 7B 00 7B 00 38 F6 15 24 02 03 EC 00 00 03 F5 00 00 03 F6 83 BC 03 DC D7 16 30 3A 30 A5 C8 AC D7 16 30 3D 85 67 1B FF D7 16 30 3D A5 FA 0D 16 D7 16 30 3D A5 FC 9E CA,,"........$...Z...............................z|+.."
1,FS,3371,0:36.303.268,110.733.333 ms,64 B,,08,01,   IN txn   [9140 POLL],01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A 7C 2B B1 CF F1 E2 8D C0 27 35 63 08 00 45 58 00 4C 00 00,,"........$...Z...............................z|+.."
2,FS,3372,0:36.303.268,110.676.166 ms,,,08,01,      [9140 IN-NAK],,,""
2,FS,3373,0:36.413.951,2.083 us,3 B,,08,01,      IN packet,69 88 D0,,"i.."
2,FS,3374,0:36.413.955,44.750 us,67 B,,08,01,      DATA0 packet,C3 01 00 00 00 86 00 00 00 24 00 00 00 5A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A 7C 2B B1 CF F1 E2 8D C0 27 35 63 08 00 45 58 00 4C 00 00 89 B2,,".........$...Z...............................z|+."
2,FS,3375,0:36.414.001,750 ns,1 B,,08,01,      ACK packet,D2,,"."
1,FS,3376,0:36.414.008,50.500 us,64 B,,08,01,   IN txn,40 00 2D 11 AC 26 5B BD 59 C7 C0 A8 2A F6 00 7B 00 7B 00 38 F6 15 24 02 03 EC 00 00 03 F5 00 00 03 F6 83 BC 03 DC D7 16 30 3A 30 A5 C8 AC D7 16 30 3D 85 67 1B FF D7 16 30 3D A5 FA 0D 16 D7 16,,"@.-..&[.Y...*..{.{.8..$.................0:0.....0"
2,FS,3377,0:36.414.008,2.083 us,3 B,,08,01,      IN packet,69 88 D0,,"i.."
